concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token
201,regression function,regression function,"[""overfitting demo ridge regression [MUSIC] So let's generate some data and fit polynomials of increasing degrees and see what happens to the estimated coefficients. So to start with, let's just import some libraries that are gonna be useful. And then we're gonna just create 30 different x values. So, in the end we're gonna create a data set with 30 observations. And then what we're gonna do is, we're gonna compute the value of this sign functions. So, evaluate the sign function at these 30 x valu"", ""ridge regression demo ridge regression So here we are back at our polynomial regression demo. And remember when we're just doing these squares estimation. Let's just quickly scroll through this. Remember we had this data generated from a sine function. And when we to fit a degree-2 polynomial, things looked pretty reasonable. Degree-4 started looking a bit wigglier, larger estimated coefficients and at degree-16 looked really wiggly and had these massive, massive coefficients, okay. And now let'"", ""lasso demo feature selection lasso [MUSIC] Well, let's see this sparsity in action. And for these, we're gonna go back to our polynomial regression example. But instead of just doing least squared for increasing polynomial orders or looking at ridge regression, we're now gonna look at our lasso solution. Again, for different values of our tuning parameter lambda. Here we are back at our polynomial regression demo and for this lasso regression example, all we have to do is take our polynomial reg""]",canonical_phrase,__phrase__regression_function
202,regression model,regression model::;regression models,"[""gradient descent for linear regression linear regression with one variable In previous videos, we talked about the gradient descent algorithm and we talked about the linear regression model and the squared error cost function. In this video we're gonna put together gradient descent with our cost function, and that will give us an algorithm for linear regression or putting a straight line to our data. So this was what we worked out in the previous videos. This gradient descent algorithm which you"", ""features and polynomial regression linear regression with multiple variables You now know about linear regression with multiple variables. In this video, I wanna tell you a bit about the choice of features that you have and how you can get different learning algorithm, sometimes very powerful ones by choosing appropriate features. And in particular I also want to tell you about polynomial regression allows you to use the machinery of linear regression to fit very complicated, even very non-linea"", ""cost function logistic regression In this video, we'll talk about how to fit the parameters of theta for the logistic compression. In particular, I'd like to define the optimization objective, or the cost function that we'll use to fit the parameters. Here's the supervised learning problem of fitting logistic regression model. We have a training set of m training examples and as usual, each of our examples is represented by a that's n plus one dimensional, and as usual we have x o equals one. Fi""]",canonical_phrase,__phrase__regression_model
203,regression problem,regression problem,"[""supervised learning introduction In this video I am going to define what is probably the most common type of machine learning problem, which is supervised learning. I'll define supervised learning more formally later, but it's probably best to explain or start with an example of what it is and we'll do the formal definition later. Let's say you want to predict housing prices. A while back, a student collected data sets from the Institute of Portland Oregon. And let's say you plot a data set and "", ""model representation linear regression with one variable Our first learning algorithm will be linear regression. In this video, you'll see what the model looks like and more importantly you'll see what the overall process of supervised learning looks like. Let's use some motivating example of predicting housing prices. We're going to use a data set of housing prices from the city of Portland, Oregon. And here I'm gonna plot my data set of a number of houses that were different sizes that were so"", ""cost function linear regression with one variable In this video we'll define something called the cost function, this will let us figure out how to fit the best possible straight line to our data. In linear progression, we have a training set that I showed here remember on notation M was the number of training examples, so maybe m equals 47. And the form of our hypothesis, which we use to make predictions is this linear function. To introduce a little bit more terminology, these theta zero and t""]",canonical_phrase,__phrase__regression_problem
204,regularization,regularization,"[""normal equation noninvertibility linear regression with multiple variables In this video I want to talk about the Normal equation and non-invertibility. This is a somewhat more advanced concept, but it's something that I've often been asked about. And so I want to talk it here and address it here. But this is a somewhat more advanced concept, so feel free to consider this optional material. And there's a phenomenon that you may run into that may be somewhat useful to understand, but even if you "", ""the problem of overfitting regularization By now, you've seen a couple different learning algorithms, linear regression and logistic regression. They work well for many problems, but when you apply them to certain machine learning applications, they can run into a problem called overfitting that can cause them to perform very poorly. What I'd like to do in this video is explain to you what is this overfitting problem, and in the next few videos after this, we'll talk about a technique called reg"", ""cost function regularization In this video, I'd like to convey to you, the main intuitions behind how regularization works. And, we'll also write down the cost function that we'll use, when we were using regularization. With the hand drawn examples that we have on these slides, I think I'll be able to convey part of the intuition. But, an even better way to see for yourself, how regularization works, is if you implement it, and, see it work for yourself. And, if you do the appropriate exercises ""]",canonical_phrase,__phrase__regularization
205,regularized linear regression,regularized linear regression,"[""cost function regularization In this video, I'd like to convey to you, the main intuitions behind how regularization works. And, we'll also write down the cost function that we'll use, when we were using regularization. With the hand drawn examples that we have on these slides, I think I'll be able to convey part of the intuition. But, an even better way to see for yourself, how regularization works, is if you implement it, and, see it work for yourself. And, if you do the appropriate exercises "", ""regularized linear regression regularization For linear regression, we have previously worked out two learning algorithms. One based on gradient descent and one based on the normal equation. In this video, we'll take those two algorithms and generalize them to the case of regularized linear regression. Here's the optimization objective that we came up with last time for regularized linear regression. This first part is our usual objective for linear regression. And we now have this additional re"", ""regularized logistic regression regularization For logistic regression, we previously talked about two types of optimization algorithms. We talked about how to use gradient descent to optimize as cost function J of theta. And we also talked about advanced optimization methods. Ones that require that you provide a way to compute your cost function J of theta and that you provide a way to compute the derivatives. In this video, we'll show how you can adapt both of those techniques, both gradient d""]",canonical_phrase,__phrase__regularized_linear_regression
206,regularized logistic regression,regularized logistic regression,"[""regularized logistic regression regularization For logistic regression, we previously talked about two types of optimization algorithms. We talked about how to use gradient descent to optimize as cost function J of theta. And we also talked about advanced optimization methods. Ones that require that you provide a way to compute your cost function J of theta and that you provide a way to compute the derivatives. In this video, we'll show how you can adapt both of those techniques, both gradient d"", ""l2 regularized logistic regression overfitting regularization in logistic regression [MUSIC] Now we have these two terms that we're trying to balance between each other. And there's going to be a parameter just like in regression, that helps us explore how much we put emphasis on fitting the data, versus how much emphasis we put on making the magnitude of the coefficients small. And this parameter, we would call Lambda or the tuning parameter, or the magic parameter, or the magic constant. And s"", ""learning l2 regularized logistic regression with gradient ascent overfitting regularization in logistic regression [MUSIC] We see now how regularization can play a role in logistic regression to find much better fits of data and better assessments of probability. Let's finally talk about how we can learn them from data coefficient using gradient ascent. And it's just going to be a very very tiny change on what we did for learning the coefficients in logistic regression. So with a tiny change of ""]",canonical_phrase,__phrase__regularized_logistic_regression
207,sentiment analysis,sentiment analysis,"[""why a case study approach welcome [MUSIC] So the way we're gonna learn about this data to intelligence pipeline is by examining a number of case studies that are gonna ground the methods that we present in real world applications. And that's one of the really unique features of this course. In our first case study, we're gonna look at predicting house values. So, the intelligence we're deriving is a value associated with some house that's not on the market. So, we don't know what it's value is a"", ""specialization overview welcome [MUSIC] As Emily discussed, we're gonna see machine learning through the lens of a wide range of case studies in different areas that really ground the concepts behind them. So, other machine learning classes that you might take out there are really a laundry list of algorithms and methods. So things like support vector machines and kernels and logistic ration and networks and so on. And they're just like, a laundry list of methods. And the problem with that appro"", ""the capstone and an example intelligent application welcome [MUSIC] Let's dig in and talk a little bit about the capstone application that we're gonna build together. So we're gonna build a recommender system for products that's intelligent, that combines text, images, sentiment analysis, and deep learning. Now, before talking about the capstone project which is really going to be exciting. Let me give you a quick demo of something that you could build, a recommender system that you could build,""]",canonical_phrase,__phrase__sentiment_analysis
208,sentiment classifier,sentiment classifier,"[""what is an intelligent restaurant review system classification analyzing sentiment [MUSIC] There are many systems for restaurant reviews out there but today we're gonna talk about a pretty new and exciting one that we can build. So it's an important day for us and we're trying to book a Japanese restaurant, and we love Japanese food and want a really cool place to have some Japanese food. But this is Seattle that we live in, and Seattle is really awesome for Japanese food, so there are many, man"", ""exploring the most popular product classification analyzing sentiment So let's take a look at what products we have. So, let's look at what reviews we have for different product names. And here, we're gonna use the canvas again, to do a little bit of visualization. And so, as with before, I'm going to do graphlab.canvas, and we'll set the target to be my ipath to on notebook so it will show up right here on the ipath on notebook as we're building this. Now we can take one of the columns of this "", ""defining which reviews have positive or negative sentiment classification analyzing sentiment [MUSIC] Build a sentiment classifier. And I'm gonna put a # here to make it a nice title. So this is our next task here. And so, when you build a sentiment classifier, you're talking about positives and negatives. So, thumbs down, and thumbs up. But if you remember, our product ratings, we're not about positive and negative, they're numerical things. So, for example, if I take all the products, and I'll""]",canonical_phrase,__phrase__sentiment_classifier
209,sigmoid function,sigmoid function,"[""hypothesis representation logistic regression Let's start talking about logistic regression. In this video, I'd like to show you the hypothesis representation. That is, what is the function we're going to use to represent our hypothesis when we have a classification problem? Earlier, we said that we would like our classifier to output values that are between 0 and 1. So we'd like to come up with a hypothesis that satisfies this property, that is, predictions are maybe between 0 and 1. When we we"", ""decision boundary logistic regression In the last video, we talked about the hypothesis representation for logistic regression. What Id like to do now is tell you about something called the decision boundary, and this will give us a better sense of what the logistic regressions hypothesis function is computing. To recap, this is what we wrote out last time, where we said that the hypothesis is represented as h of x equals g of theta transpose x, where g is this function called the sigmoid functi"", ""the problem of overfitting regularization By now, you've seen a couple different learning algorithms, linear regression and logistic regression. They work well for many problems, but when you apply them to certain machine learning applications, they can run into a problem called overfitting that can cause them to perform very poorly. What I'd like to do in this video is explain to you what is this overfitting problem, and in the next few videos after this, we'll talk about a technique called reg""]",canonical_phrase,__phrase__sigmoid_function
210,spam filtering,spam filtering::;spam classifier,"[""prioritizing what to work on machine learning system design In the next few videos I'd like to talk about machine learning system design. These videos will touch on the main issues that you may face when designing a complex machine learning system, and will actually try to give advice on how to strategize putting together a complex machine learning system. In case this next set of videos seems a little disjointed that's because these videos will touch on a range of the different issues that you "", ""error analysis machine learning system design In the last video I talked about how, when faced with a machine learning problem, there are often lots of different ideas for how to improve the algorithm. In this video, let's talk about the concept of error analysis. Which will hopefully give you a way to more systematically make some of these decisions. If you're starting work on a machine learning problem, or building a machine learning application. It's often considered very good practice to sta"", ""examples of classification tasks classification analyzing sentiment [MUSIC] So, we now built a whole new kind of restaurant experience, or restaurant review experience, using classifiers. Let's dig in and really understand a little bit more what a classifier is, and some other applications of classification. So a classifier takes some input x, for example a sentence from the review or other inputs as we'll see. It pushes it through what's called a model to output some value y, that we're trying ""]",canonical_phrase,__phrase__spam_filtering
211,square distances,square distances::;squared distance,"[""cost function intuition ii linear regression with one variable In this video, lets delve deeper and get even better intuition about what the cost function is doing. This video assumes that you're familiar with contour plots. If you are not familiar with contour plots or contour figures some of the illustrations in this video may or may not make sense to you but is okay and if you end up skipping this video or some of it does not quite make sense because you haven't seen contour plots before. Tha"", ""k means algorithm unsupervised learning In the clustering problem we are given an unlabeled data set and we would like to have an algorithm automatically group the data into coherent subsets or into coherent clusters for us. The K Means algorithm is by far the most popular, by far the most widely used clustering algorithm, and in this video I would like to tell you what the K Means Algorithm is and how it works. The K means clustering algorithm is best illustrated in pictures. Let's say I want t"", ""choosing the number of principal components dimensionality reduction In the PCA algorithm we take N dimensional features and reduce them to some K dimensional feature representation. This number K is a parameter of the PCA algorithm. This number K is also called the number of principle components or the number of principle components that we've retained. And in this video I'd like to give you some guidelines, tell you about how people tend to think about how to choose this parameter K for PCA. I""]",canonical_phrase,__phrase__square_distances
212,square matrix,square matrix,"[""inverse and transpose linear algebra review In this video, I want to tell you about a couple of special matrix operations, called the matrix inverse and the matrix transpose operation. Let's start by talking about matrix inverse, and as usual we'll start by thinking about how it relates to real numbers. In the last video, I said that the number one plays the role of the identity in the space of real numbers because one times anything is equal to itself. It turns out that real numbers have this p"", ""choosing the number of principal components dimensionality reduction In the PCA algorithm we take N dimensional features and reduce them to some K dimensional feature representation. This number K is a parameter of the PCA algorithm. This number K is also called the number of principle components or the number of principle components that we've retained. And in this video I'd like to give you some guidelines, tell you about how people tend to think about how to choose this parameter K for PCA. I"", ""rewriting the single observation model in vector notation multiple regression [MUSIC] Okay, so we've discussed at great length this multiple-regression model and we've also talked about how to think about interpreting the coefficients of the fitted model. Now, let's turn to how to actually fit this model to a set of data. And so you actually did this in the first course of this specialization, you did a multiple regression fit. But in that case, you're using some pre-implemented algorithms. But,""]",canonical_phrase,__phrase__square_matrix
213,square projection error,square projection error::;squared projection error,"[""principal component analysis problem formulation dimensionality reduction For the problem of dimensionality reduction, by far the most popular, by far the most commonly used algorithm is something called principle components analysis, or PCA. In this video, I'd like to start talking about the problem formulation for PCA. In other words, let's try to formulate, precisely, exactly what we would like PCA to do. Let's say we have a data set like this. So, this is a data set of examples x and R2 and "", ""principal component analysis algorithm dimensionality reduction In this video I'd like to tell you about the principle components analysis algorithm. And by the end of this video you know to implement PCA for yourself. And use it reduce the dimension of your data. Before applying PCA, there is a data pre-processing step which you should always do. Given the trading sets of the examples is important to always perform mean normalization, and then depending on your data, maybe perform feature scali"", ""reconstruction from compressed representation dimensionality reduction In some of the earlier videos, I was talking about PCA as a compression algorithm where you may have say, 1,000-dimensional data and compress it to 100-dimensional feature vector. Or have three-dimensional data and compress it to a two-dimensional representation. So, if this is a compression algorithm, there should be a way to go back from this compressed representation back to an approximation of your original high-dimension""]",canonical_phrase,__phrase__square_projection_error
214,squared error,squared error,"[""cost function linear regression with one variable In this video we'll define something called the cost function, this will let us figure out how to fit the best possible straight line to our data. In linear progression, we have a training set that I showed here remember on notation M was the number of training examples, so maybe m equals 47. And the form of our hypothesis, which we use to make predictions is this linear function. To introduce a little bit more terminology, these theta zero and t"", ""cost function intuition i linear regression with one variable In the previous video, we gave the mathematical definition of the cost function. In this video, let's look at some examples, to get back to intuition about what the cost function is doing, and why we want to use it. To recap, here's what we had last time. We want to fit a straight line to our data, so we had this formed as a hypothesis with these parameters theta zero and theta one, and with different choices of the parameters we end "", ""gradient descent for linear regression linear regression with one variable In previous videos, we talked about the gradient descent algorithm and we talked about the linear regression model and the squared error cost function. In this video we're gonna put together gradient descent with our cost function, and that will give us an algorithm for linear regression or putting a straight line to our data. So this was what we worked out in the previous videos. This gradient descent algorithm which you""]",canonical_phrase,__phrase__squared_error
215,standard deviation,standard deviation,"[""gradient descent in practice i feature scaling linear regression with multiple variables In this video and in the video after this one, I wanna tell you about some of the practical tricks for making gradient descent work well. In this video, I want to tell you about an idea called feature skill. Here's the idea. If you have a problem where you have multiple features, if you make sure that the features are on a similar scale, by which I mean make sure that the different features take on similar r"", ""basic operations octave matlab tutorial You now know a bunch about machine learning. In this video, I like to teach you a programing language, Octave, in which you'll be able to very quickly implement the the learning algorithms we've seen already, and the learning algorithms we'll see later in this course. In the past, I've tried to teach machine learning using a large variety of different programming languages including C++ Java, Python, NumPy, and also Octave, and what I found was that studen"", ""principal component analysis algorithm dimensionality reduction In this video I'd like to tell you about the principle components analysis algorithm. And by the end of this video you know to implement PCA for yourself. And use it reduce the dimension of your data. Before applying PCA, there is a data pre-processing step which you should always do. Given the trading sets of the examples is important to always perform mean normalization, and then depending on your data, maybe perform feature scali""]",canonical_phrase,__phrase__standard_deviation
216,standard least squares,standard least squares,"[""overfitting demo ridge regression [MUSIC] So let's generate some data and fit polynomials of increasing degrees and see what happens to the estimated coefficients. So to start with, let's just import some libraries that are gonna be useful. And then we're gonna just create 30 different x values. So, in the end we're gonna create a data set with 30 observations. And then what we're gonna do is, we're gonna compute the value of this sign functions. So, evaluate the sign function at these 30 x valu"", ""approach 2 gradient descent ridge regression [MUSIC] So instead of this closed form solution that can be computationally prohibitive and think about using our group gradient descent algorithm to solve our ridge regression. And let's just talk about the element y's update that we have. So it's the update to the jth feature weight. And remember here I'm showing the gradient of our total cost, just as a reminder. And what we do is we take our previous weight for the jth feature and we subtract Ada "", ""performance of nn as amount of data grows nearest neighbors kernel regression [MUSIC] So now let's step back and discuss some important theoretical and practical aspects of K-nearest neighbors and kernel regression. If you remember the title of this module it was Going Nonparametric, and we've yet to mention what that means. What is a nonparametric approach? Well, K-nearest neighbors and kernel regression are examples of nonparametric approaches. And the general goal of a non-parametric approach""]",canonical_phrase,__phrase__standard_least_squares
217,stochastic gradient algorithm,stochastic gradient algorithm::;stochastic gradient descent,"[""learning with large datasets large scale machine learning In the next few videos, we'll talk about large scale machine learning. That is, algorithms but viewing with big data sets. If you look back at a recent 5 or 10-year history of machine learning. One of the reasons that learning algorithms work so much better now than even say, 5-years ago, is just the sheer amount of data that we have now and that we can train our algorithms on. In these next few videos, we'll talk about algorithms for dea"", ""stochastic gradient descent large scale machine learning For many learning algorithms, among them linear regression, logistic regression and neural networks, the way we derive the algorithm was by coming up with a cost function or coming up with an optimization objective. And then using an algorithm like gradient descent to minimize that cost function. We have a very large training set gradient descent becomes a computationally very expensive procedure. In this video, we'll talk about a modifica"", ""mini batch gradient descent large scale machine learning In the previous video, we talked about Stochastic gradient descent, and how that can be much faster than Batch gradient descent. In this video, let's talk about another variation on these ideas is called Mini-batch gradient descent they can work sometimes even a bit faster than stochastic gradient descent. To summarize the algorithms we talked about so far. In Batch gradient descent we will use all m examples in each generation. Whereas in""]",canonical_phrase,__phrase__stochastic_gradient_algorithm
218,string kernel,string kernel,"[""using an svm support vector machines So far we've been talking about SVMs in a fairly abstract level. In this video I'd like to talk about what you actually need to do in order to run or to use an SVM. The support vector machine algorithm poses a particular optimization problem. But as I briefly mentioned in an earlier video, I really do not recommend writing your own software to solve for the parameter's theta yourself. So just as today, very few of us, or maybe almost essentially none of us wo""]",canonical_phrase,__phrase__string_kernel
219,supervised learning,supervised learning,"[""supervised learning introduction In this video I am going to define what is probably the most common type of machine learning problem, which is supervised learning. I'll define supervised learning more formally later, but it's probably best to explain or start with an example of what it is and we'll do the formal definition later. Let's say you want to predict housing prices. A while back, a student collected data sets from the Institute of Portland Oregon. And let's say you plot a data set and "", ""unsupervised learning introduction In this video, we'll talk about the second major type of machine learning problem, called Unsupervised Learning. In the last video, we talked about Supervised Learning. Back then, recall data sets that look like this, where each example was labeled either as a positive or negative example, whether it was a benign or a malignant tumor. So for each example in Supervised Learning, we were told explicitly what is the so-called right answer, whether it's benign or m"", ""model representation linear regression with one variable Our first learning algorithm will be linear regression. In this video, you'll see what the model looks like and more importantly you'll see what the overall process of supervised learning looks like. Let's use some motivating example of predicting housing prices. We're going to use a data set of housing prices from the city of Portland, Oregon. And here I'm gonna plot my data set of a number of houses that were different sizes that were so""]",canonical_phrase,__phrase__supervised_learning
220,support vector,support vector,"[""supervised learning introduction In this video I am going to define what is probably the most common type of machine learning problem, which is supervised learning. I'll define supervised learning more formally later, but it's probably best to explain or start with an example of what it is and we'll do the formal definition later. Let's say you want to predict housing prices. A while back, a student collected data sets from the Institute of Portland Oregon. And let's say you plot a data set and "", ""optimization objective support vector machines By now, you've seen a range of difference learning algorithms. With supervised learning, the performance of many supervised learning algorithms will be pretty similar, and what matters less often will be whether you use learning algorithm a or learning algorithm b, but what matters more will often be things like the amount of data you create these algorithms on, as well as your skill in applying these algorithms. Things like your choice of the featu"", ""large margin intuition support vector machines Sometimes people talk about support vector machines, as large margin classifiers, in this video I'd like to tell you what that means, and this will also give us a useful picture of what an SVM hypothesis may look like. Here's my cost function for the support vector machine where here on the left I've plotted my cost 1 of z function that I used for positive examples and on the right I've plotted my zero of 'Z' function, where I have 'Z' here on the h""]",word_average,support+vector
221,support vector machine,support vector machine::;support vector machines,"[""supervised learning introduction In this video I am going to define what is probably the most common type of machine learning problem, which is supervised learning. I'll define supervised learning more formally later, but it's probably best to explain or start with an example of what it is and we'll do the formal definition later. Let's say you want to predict housing prices. A while back, a student collected data sets from the Institute of Portland Oregon. And let's say you plot a data set and "", ""optimization objective support vector machines By now, you've seen a range of difference learning algorithms. With supervised learning, the performance of many supervised learning algorithms will be pretty similar, and what matters less often will be whether you use learning algorithm a or learning algorithm b, but what matters more will often be things like the amount of data you create these algorithms on, as well as your skill in applying these algorithms. Things like your choice of the featu"", ""large margin intuition support vector machines Sometimes people talk about support vector machines, as large margin classifiers, in this video I'd like to tell you what that means, and this will also give us a useful picture of what an SVM hypothesis may look like. Here's my cost function for the support vector machine where here on the left I've plotted my cost 1 of z function that I used for positive examples and on the right I've plotted my zero of 'Z' function, where I have 'Z' here on the h""]",canonical_phrase,__phrase__support_vector_machine
222,svm optimization,svm optimization,"[""using an svm support vector machines So far we've been talking about SVMs in a fairly abstract level. In this video I'd like to talk about what you actually need to do in order to run or to use an SVM. The support vector machine algorithm poses a particular optimization problem. But as I briefly mentioned in an earlier video, I really do not recommend writing your own software to solve for the parameter's theta yourself. So just as today, very few of us, or maybe almost essentially none of us wo""]",canonical_phrase,__phrase__svm_optimization
223,svm packages,svm packages,"[""using an svm support vector machines So far we've been talking about SVMs in a fairly abstract level. In this video I'd like to talk about what you actually need to do in order to run or to use an SVM. The support vector machine algorithm poses a particular optimization problem. But as I briefly mentioned in an earlier video, I really do not recommend writing your own software to solve for the parameter's theta yourself. So just as today, very few of us, or maybe almost essentially none of us wo""]",canonical_phrase,__phrase__svm_packages
224,symmetric matrix,symmetric matrix,"[""anomaly detection using the multivariate gaussian distribution anomaly detection In the last video we talked about the Multivariate Gaussian Distribution and saw some examples of the sorts of distributions you can model, as you vary the parameters, mu and sigma. In this video, let's take those ideas, and apply them to develop a different anomaly detection algorithm. To recap the multivariate Gaussian distribution and the multivariate normal distribution has two parameters, mu and sigma. Where mu"", ""collaborative filtering people who bought this also bought recommending products [MUSIC] So this notion of collaborative filtering is that somehow we wanna leverage what other people have purchased. And the case of product recommendation or other links more generically between users and items, to make recommendations for other users. And so it seems very intuitive that when we're thinking about doing product recommendation that we wanna build in information like if a person bought this item, the"", ""bivariate and multivariate gaussians mixture models [MUSIC] When specifying a Gaussian distribution over two random variables, we assign probability density for the pair of random variables everywhere over the range of values that each of these variables can take. And as in 1D, there's just a single hump to this distribution. So for example, here this would be the place where there's most probability. So it's most likely that the blue and green random variables. So the intensities of blue and gr""]",canonical_phrase,__phrase__symmetric_matrix
225,test data,test data::;test examples,"[""evaluating a hypothesis advice for applying machine learning In this video, I would like to talk about how to evaluate a hypothesis that has been learned by your algorithm. In later videos, we will build on this to talk about how to prevent in the problems of overfitting and underfitting as well. When we fit the parameters of our learning algorithm we think about choosing the parameters to minimize the training error. One might think that getting a really low value of training error might be a g"", ""model selection and train validation test sets advice for applying machine learning Suppose you're left to decide what degree of polynomial to fit to a data set. So that what features to include that gives you a learning algorithm. Or suppose you'd like to choose the regularization parameter longer for learning algorithm. How do you do that? This account model selection process. Browsers, and in our discussion of how to do this, we'll talk about not just how to split your data into the train and"", ""advice for applying pca dimensionality reduction In an earlier video, I had said that PCA can be sometimes used to speed up the running time of a learning algorithm. In this video, I'd like to explain how to actually do that, and also say some, just try to give some advice about how to apply PCA. Here's how you can use PCA to speed up a learning algorithm, and this supervised learning algorithm speed up is actually the most common use that I personally make of PCA. Let's say you have a supervise""]",canonical_phrase,__phrase__test_data
226,test data set,test data set::;test set::;test sets,"[""evaluating a hypothesis advice for applying machine learning In this video, I would like to talk about how to evaluate a hypothesis that has been learned by your algorithm. In later videos, we will build on this to talk about how to prevent in the problems of overfitting and underfitting as well. When we fit the parameters of our learning algorithm we think about choosing the parameters to minimize the training error. One might think that getting a really low value of training error might be a g"", ""model selection and train validation test sets advice for applying machine learning Suppose you're left to decide what degree of polynomial to fit to a data set. So that what features to include that gives you a learning algorithm. Or suppose you'd like to choose the regularization parameter longer for learning algorithm. How do you do that? This account model selection process. Browsers, and in our discussion of how to do this, we'll talk about not just how to split your data into the train and"", ""diagnosing bias vs variance advice for applying machine learning If you run the learning algorithm and it doesn't do as well as you are hoping, almost all the time it will be because you have either a high bias problem or a high variance problem. In other words they're either an underfitting problem or an overfitting problem. And in this case it's very important to figure out which of these two problems is bias or variance or a bit of both that you actually have. Because knowing which of these t""]",canonical_phrase,__phrase__test_data_set
227,test error,test error::;test set error,"[""evaluating a hypothesis advice for applying machine learning In this video, I would like to talk about how to evaluate a hypothesis that has been learned by your algorithm. In later videos, we will build on this to talk about how to prevent in the problems of overfitting and underfitting as well. When we fit the parameters of our learning algorithm we think about choosing the parameters to minimize the training error. One might think that getting a really low value of training error might be a g"", ""model selection and train validation test sets advice for applying machine learning Suppose you're left to decide what degree of polynomial to fit to a data set. So that what features to include that gives you a learning algorithm. Or suppose you'd like to choose the regularization parameter longer for learning algorithm. How do you do that? This account model selection process. Browsers, and in our discussion of how to do this, we'll talk about not just how to split your data into the train and"", ""diagnosing bias vs variance advice for applying machine learning If you run the learning algorithm and it doesn't do as well as you are hoping, almost all the time it will be because you have either a high bias problem or a high variance problem. In other words they're either an underfitting problem or an overfitting problem. And in this case it's very important to figure out which of these two problems is bias or variance or a bit of both that you actually have. Because knowing which of these t""]",canonical_phrase,__phrase__test_error
228,training data,training data::;training example::;training examples,"[""model representation linear regression with one variable Our first learning algorithm will be linear regression. In this video, you'll see what the model looks like and more importantly you'll see what the overall process of supervised learning looks like. Let's use some motivating example of predicting housing prices. We're going to use a data set of housing prices from the city of Portland, Oregon. And here I'm gonna plot my data set of a number of houses that were different sizes that were so"", ""cost function linear regression with one variable In this video we'll define something called the cost function, this will let us figure out how to fit the best possible straight line to our data. In linear progression, we have a training set that I showed here remember on notation M was the number of training examples, so maybe m equals 47. And the form of our hypothesis, which we use to make predictions is this linear function. To introduce a little bit more terminology, these theta zero and t"", ""cost function intuition i linear regression with one variable In the previous video, we gave the mathematical definition of the cost function. In this video, let's look at some examples, to get back to intuition about what the cost function is doing, and why we want to use it. To recap, here's what we had last time. We want to fit a straight line to our data, so we had this formed as a hypothesis with these parameters theta zero and theta one, and with different choices of the parameters we end ""]",canonical_phrase,__phrase__training_data
229,training data set,training data set::;training data sets::;training dataset::;training set::;training sets,"[""model representation linear regression with one variable Our first learning algorithm will be linear regression. In this video, you'll see what the model looks like and more importantly you'll see what the overall process of supervised learning looks like. Let's use some motivating example of predicting housing prices. We're going to use a data set of housing prices from the city of Portland, Oregon. And here I'm gonna plot my data set of a number of houses that were different sizes that were so"", ""cost function linear regression with one variable In this video we'll define something called the cost function, this will let us figure out how to fit the best possible straight line to our data. In linear progression, we have a training set that I showed here remember on notation M was the number of training examples, so maybe m equals 47. And the form of our hypothesis, which we use to make predictions is this linear function. To introduce a little bit more terminology, these theta zero and t"", ""cost function intuition i linear regression with one variable In the previous video, we gave the mathematical definition of the cost function. In this video, let's look at some examples, to get back to intuition about what the cost function is doing, and why we want to use it. To recap, here's what we had last time. We want to fit a straight line to our data, so we had this formed as a hypothesis with these parameters theta zero and theta one, and with different choices of the parameters we end ""]",canonical_phrase,__phrase__training_data_set
230,training error,training error::;training set error::;train error,"[""evaluating a hypothesis advice for applying machine learning In this video, I would like to talk about how to evaluate a hypothesis that has been learned by your algorithm. In later videos, we will build on this to talk about how to prevent in the problems of overfitting and underfitting as well. When we fit the parameters of our learning algorithm we think about choosing the parameters to minimize the training error. One might think that getting a really low value of training error might be a g"", ""model selection and train validation test sets advice for applying machine learning Suppose you're left to decide what degree of polynomial to fit to a data set. So that what features to include that gives you a learning algorithm. Or suppose you'd like to choose the regularization parameter longer for learning algorithm. How do you do that? This account model selection process. Browsers, and in our discussion of how to do this, we'll talk about not just how to split your data into the train and"", ""diagnosing bias vs variance advice for applying machine learning If you run the learning algorithm and it doesn't do as well as you are hoping, almost all the time it will be because you have either a high bias problem or a high variance problem. In other words they're either an underfitting problem or an overfitting problem. And in this case it's very important to figure out which of these two problems is bias or variance or a bit of both that you actually have. Because knowing which of these t""]",canonical_phrase,__phrase__training_error
