concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
193,principle components,principle components,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
194,prior probability,prior probability,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
195,probabilistic model,probabilistic model,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
196,probability density,probability density,"[""dimensionality reduction . document retrieval . early stopping . error analysis . error cost function . estimated parameters . evaluation metrics . expectation maximization . f1 score . face detection . false negative false negatives . false positives . feature engineering . feature extraction feature extractor . feature scaling . feature selection . feature space . feature vector feature vectors . forward propagation . gaussian density gaussian probability density gaussian distribution normal d"", ""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
197,random numbers,random numbers,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
198,random variable,random variable::;random variables,"[""dimensionality reduction . document retrieval . early stopping . error analysis . error cost function . estimated parameters . evaluation metrics . expectation maximization . f1 score . face detection . false negative false negatives . false positives . feature engineering . feature extraction feature extractor . feature scaling . feature selection . feature space . feature vector feature vectors . forward propagation . gaussian density gaussian probability density gaussian distribution normal d"", ""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
199,recommender system,recommender system::;recommender systems,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio""]",bert,,sentence-transformers/all-mpnet-base-v2
200,regression coefficients,regression coefficients,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
201,regression function,regression function,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
202,regression model,regression model::;regression models,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
203,regression problem,regression problem,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
204,regularization,regularization,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
205,regularized linear regression,regularized linear regression,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
206,regularized logistic regression,regularized logistic regression,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
207,sentiment analysis,sentiment analysis,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
208,sentiment classifier,sentiment classifier,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
209,sigmoid function,sigmoid function,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
210,spam filtering,spam filtering::;spam classifier,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
211,square distances,square distances::;squared distance,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
212,square matrix,square matrix,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
213,square projection error,square projection error::;squared projection error,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
214,squared error,squared error,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
215,standard deviation,standard deviation,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
216,standard least squares,standard least squares,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
217,stochastic gradient algorithm,stochastic gradient algorithm::;stochastic gradient descent,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
218,string kernel,string kernel,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
219,supervised learning,supervised learning,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
220,support vector,support vector,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
221,support vector machine,support vector machine::;support vector machines,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
222,svm optimization,svm optimization,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
223,svm packages,svm packages,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
224,symmetric matrix,symmetric matrix,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
225,test data,test data::;test examples,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
226,test data set,test data set::;test set::;test sets,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
227,test error,test error::;test set error,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
228,training data,training data::;training example::;training examples,"[""model parameters . model selection . multi-class classification multiclass classification . multivariate gaussian distribution . multivariate gaussian model . nearest neighbor search . nearest neighbors nearest neighbour . negative example negative examples . neural network neural networks . neural network learning . non-anomalous examples . nonlinear hypotheses . normal equation . normalized features . normalized representation . matrix matrices . ocr problem . online learning . optimal solutio"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
229,training data set,training data set::;training data sets::;training dataset::;training set::;training sets,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
230,training error,training error::;training set error::;train error,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
231,transfer learning,transfer learning,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
232,true negatives,true negatives,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
233,true positives,true positives,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
234,tuning parameter,tuning parameter::;tuning parameters,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
235,unnormalized features,unnormalized features,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
236,unsupervised learning,unsupervised learning,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
237,validation error,validation error,"[""activation function . activation values . adaboost . agglomerative clustering . anomalous example anomalous examples . anomaly detection . back prop back propagation . batch gradient descent . bayesian approach . bayesian inference . bias problem . bias unit bias units . bias variance trade-off bias variance tradeoff . big data sets large data sets large datasets . binary classification . boosting algorithm . character recognition . character segmentation . classification accuracy . classificati"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
238,validation set,validation set::;validation sets,"[""activation function . activation values . adaboost . agglomerative clustering . anomalous example anomalous examples . anomaly detection . back prop back propagation . batch gradient descent . bayesian approach . bayesian inference . bias problem . bias unit bias units . bias variance trade-off bias variance tradeoff . big data sets large data sets large datasets . binary classification . boosting algorithm . character recognition . character segmentation . classification accuracy . classificati"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
239,variance problem,variance problem,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
240,vector multiplication,vector multiplication,"[""k means k-means . k nearest neighbors k-nearest neighbor k-nearest neighbors . k-means objective . kernel function . kernel regression . l1 penalty . labeled data . large margin classifier . lasso regression . latent dirichlet allocation lda model . learning curve learning curves . learning method learning methods learning model learning algorithm learning algorithms . learning problem learning problems learning task . learning rate . learning system . least squares . likelihood function . linea"", ""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
241,weak classifier,weak classifier::;weak classifiers,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
242,overfitting,overfitting,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
243,underfitting,underfitting,"[""regression coefficients . regression function . regression model regression models . regression problem . regularization . regularized linear regression . regularized logistic regression . sentiment analysis . sentiment classifier . sigmoid function . spam filtering spam classifier . square distances squared distance . square matrix . square projection error squared projection error . squared error . standard deviation . standard least squares . stochastic gradient algorithm stochastic gradient ""]",bert,,sentence-transformers/all-mpnet-base-v2
